Handle,Title,Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Added 8% margin for ONDC (product.metafields.custom.added_8_margin_for_ondc),Brand (product.metafields.custom.brand),Colour (product.metafields.custom.colour),Default Delivery Fees (product.metafields.custom.default_delivery_fees),Default Discount (product.metafields.custom.default_discount),Default Tax (product.metafields.custom.default_tax),Dimension (product.metafields.custom.dimension),Expected Delivery In Hours (product.metafields.custom.expected_delivery_in_hours),Features (product.metafields.custom.features),Material (product.metafields.custom.material),Minimum Better Home Price (product.metafields.custom.minimum_better_home_price),Other Website Price (product.metafields.custom.other_website_price),Purchase Price (product.metafields.custom.purchase_price),Returns (product.metafields.custom.returns),Service (product.metafields.custom.service),source (product.metafields.custom.source),Warranty (product.metafields.custom.warranty)
hettich-sensys-8657i-hinge-th52-for-15-32-mm-thick-doors-opening-angle-165-with-mounting-plate-with-20-years-warranty,Hettich Sensys 8657i Hinge - TH52 for 15-32 mm Thick Doors - Opening Angle 165° With Mounting Plate With 20 Years Warranty,Better Home,Hardware > Hardware Accessories > Hinges,Kitchen Accessories,"Cabinet Backplates, Cabinet Fittings, Hettich, Hinges",TRUE,Title,Default Title,,,,,,,,HAKA1003,0,,0,deny,manual,1300.5,1645,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Hettich_Sensys_8657i_Hinge.jpg?v=1727249651,1,Hettich Sensys 8657i Hinge,FALSE,Hettich Sensys 8657i Hinge - TH52 for 15-32 mm Thick Doors - Opening Angle 165° With Mounting Plate With 20 Years Of Warranty - Better Home,"Buy original Hettich hinges with bill and warranty at wholesale prices in Better Home. Sensys Designed to meet your overlay cabinet door needs, Sensys 8657i Hinge ensures gentle and silent closure every time. With a wide angle range of 120° to 165°, this hinge offers flexibility. ",,,,,,,,,,,,,Hettich,,,,,,," Cup depth: 12.8 mm
 Cup Diameter: 35 mm
 Door Application: Overlay
 Finish Type: Nickel Plated
 For Door thickness: 15 - 32 mm
 Opening Angle: 165°
 Material: Steel Nickel plated
 Mounting Options: Clip On
 Overlay Adjustment: + 2 mm / - 2 mm
 Package Content: 1 Pair Contains = 2 Hinges & 2 Mounting Plates
 Size: Full Overlay / 0 crank
 Closing Functionality: Soft Closing
 Unit: Pair
 Country of Origin: Germany
",,,,,Immediately return goods on delivery in case of any damages found.,,https://hettichindiaonline.com/product/hettich-sensys-8657i-hinge-th52-for-15-32-mm-thick-doors-opening-angle-165a-with-mounting-plate-s.html,20 Years Manufacturer Functional Warranty
hettich-onsys-4447i-silent-hinge-0-crank-door-hinges-with-mounting-plates-cover-caps-with-10-years-warranty,"Hettich Onsys 4447i, Silent Hinge - 0 Crank Door Hinges With Mounting Plates & Cover Caps With 10 Years Warranty",Better Home,Hardware > Hardware Accessories > Hinges,Kitchen Accessories,"Cabinet Hinges, Door Hinges, Hettich, Hinges",TRUE,Title,Default Title,,,,,,,,HAKA1002,0,,0,deny,manual,246,342,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Hettich_Onsys_4447i_Silent_Hinge.jpg?v=1727249379,1,"Hettich Onsys 4447i, Silent Hinge",FALSE,"Hettich Onsys 4447i, Silent Hinge - 0 Crank Door Hinges With Mounting Plates & Cover Caps With 10 Years Of Warranty - Better Home","Buy original Hettich hinges with bill and warranty at wholesale prices in Better Home. Onsys is an entry-level hinge with Integrated Silent System, seamlessly blending soft-closing technology for a flawless door closure experience. With its smooth operation, Onsys ensures doors close steadily.",,,,,,,,,,,,,Hettich,,,,,,," Cup depth: 11.5 mm
 Cup Diameter: 35 mm
 Door Application: Overlay
 Finish Type: Nickel Plated
 For Door thickness: 14 - 25 mm
 Opening Angle: 105°
 Material: Steel Nickel plated
 Mounting Options: Clip On
 Overlay Adjustment: + 2 mm / - 2 mm
 Package Content: 1 Pair Contains, 2 Hinges, 2 Mounting Plates & 2 cover caps
 Size: Full Overlay / 0 crank
 Closing Functionality: Soft Closing
 Unit: Set
 Net Quantity: 1 U
 Net Content: Comprising of: Hinges 2N, Mounting Plate 2N, Cover Cap 2N
 Package Dimension: 140*210
 Country of Origin: India
",,,,,Immediately return goods on delivery in case of any damages found.,,https://hettichindiaonline.com/product/hettich-onsys-4447i-silent-hinge-0-crank-door-hinges-with-mounting-plates-cover-caps-s,10 Years Manufacturer Functional Warranty
ao-smith-elegance-prime-storage-water-heater-25-ltr,AO Smith Elegance Prime Storage Water Heater 25 Ltr,Better Home,Home & Garden > Household Appliances > Water Heaters,Water Heater,"AO Smith, Electricals, Storage Water Heater, Water Heater",TRUE,Title,Default Title,,,,,,,,ELST0116,11500,,0,deny,manual,11648,13100,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Elegance-prime1_486848b5-9970-45eb-a675-3d272d6b89f6.png?v=1725615063,1,,FALSE,,"Buy original AO Smith Water Heater at wholesale price from Better Home. Equipped with Blue Diamond Glass Lined tank, Elegance Prime Water Heaters deliver high performance. Peace of mind is ensured with a 7 Year warranty on Tank. Elegance Prime Water Heaters feature premium quality rust proof outer body. Innovative RRID Technology delivers enhanced hot water output.",621,,,,,,,,,,,,AO Smith,White,,,,,," Volume: 25 Litres
 Power [W]: 2000W 
 Voltage/Frequency [V/Hz]: 230~/50
 Rated water pressure [Bar]: 8
 Colour: White
 BEE 5 star rating: 5
 Net weight: 11.5 Kgs
 Dimensions in mm H x W x D: 564 x 369 x 369 mm
 Longer life in toughest water conditions with Blue Diamond® glass lined tank.
 7 Year Warranty on Tank.
 Rust Proof Outer Body with stylish Temperature Gauge
 Glass coated Incoloy heating element delivers best performance even in hard water conditions
 Innovative RRID Technology (Patent Applied) delivers enhanced hot water output.
 Double Protection for your family with Thermal Cut-out & Multi Function Safety Valve,
 Customised Anode works 2x better when compared to ordinary magnesium anodes
",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.aosmithindia.com/product/water-heater/storage-water-heater/elegance-prime/,
ao-smith-elegance-slim-storage-water-heater-15-ltr-rhs,AO Smith Elegance Slim Storage Water Heater 15 Ltr - RHS,Better Home,Home & Garden > Household Appliances > Water Heaters,Water Heater,"AO Smith, Electricals, Storage Water Heater, Water Heater",TRUE,Title,Default Title,,,,,,,,ELST0115,11600,,-1,deny,manual,9800,12700,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Elegance-Slim_RHS_015-Right-Merged.png?v=1725538914,1,Elegance-Slim_RHS_015-Right-Merged,FALSE,,"Buy original AO Smith Water Heater at wholesale price from Better Home. Elegance Slim water heaters feature a sleek design and elevate the decor of your bathroom. Inlet and outlet are on the left hand side (RHS). With it’s unique 12” diameter jacket, it can easily fit in lofts and above the false ceilings of your bathroom. Blue Diamond Glass Lined tank and Glass Coated Incoloy heating element ensures longer life even in the toughest water conditions.",621,,,,,,,,,,,,AO Smith,White,,,,,," Volume: 15 Litres
 Power [W]: 2000W 
 Voltage/Frequency [V/Hz]: 230~/50
 Rated water pressure [Bar]: 8
 Colour: White
 BEE 5 star rating: 3
 Net weight: 11.6 Kgs
 Dimensions in mm H x W x D: 320 x 492 x 334 mm
 Inlet and outlet are on the left hand side (RHS)
 Compact size ergonomically and aesthetically designed water heater
 Long lasting performance with glass coated incoloy heating element
 Long-lasting Anode Rod2X lifespan as compared to normal magnesium rod.
 Longer life in toughest water conditions with Blue Diamond glass lined tank
 Double Protection of your family with thermal cut-out and safety valve.
 Easy access temperature control knob for choice of bathing water 25°C - 75°C
",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.aosmithindia.com/product/water-heater/storage-water-heater/elegance-slim-rhs/,
parryware-joy-c8917-single-piece-wc-s-trap-copy,Parryware Atlas C899E Single Piece WC S Trap S-110,Better Home,Uncategorized,Cistern,Sanitaryware,TRUE,Title,Default Title,,,,,,,,SACO0001-2,0,,-1,deny,manual,10820,14990,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Atlas2.jpg?v=1725346888,1,,FALSE,,,,,,,,,,,,,,,Parryware,,,,,640 x 355 x 695mm,,"• Cistern included
• Comfort height
• Flushing system : Siphonic
• Flushing type : Dual flush 3/6 litres
• Installation type :Floorstanding
• Outlet type : Vertical
• Quick installation
• Rim type : Rimless 
• S-Trap min setout (mm) : 285
• Seat and cover included
• Shape : Round
• Water inlet position : Bottom left

",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/products/rimless-single-piece-wc-WPC899D46?sku=WPC899D46,"10 Years Manufacturer Warranty from date of invoice

"
parryware-casa-floor-mounted-coupled-closet-with-dual-flush-cistern-c023a,Parryware Casa Floor Mounted  Coupled  Closet With Dual  Flush Cistern C023A,Better Home,Hardware > Plumbing > Plumbing Fixtures > Toilets & Bidets > Bidets,Sanitaryware,"Parryware, Sanitaryware, Water Closet",TRUE,Title,Default Title,,,,,,,,SACO0089,0,,-3,deny,manual,6631,8790,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Casa.jpg?v=1724907198,1,,FALSE,,,,,,,,,,,,,,,Parryware,,,,,730 x 370 x 845 mm,," Dual Flush 4.5 -3 L Cisterns: Water Saving Double Button To Choose Between a 4.5 or 3 Litres lushing Volume Of Water
 Soft Close System: The W.C. Lid With Soft-Close System Avoids Shocks and Breakages
 Dimension: 730 x 370 x 845 mm",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/products/floor-mounted-closet-WPC023A..?sku=WPC023A1C,10 Years Manufacturer Warranty 
parryware-quattro-health-faucet-t9896a1-copy,Parryware Splash Health Faucet T9805A1,Better Home,Hardware > Plumbing > Plumbing Fixtures > Faucets,Faucet,"Bathroom Fittings, health faucet, Sanitaryware",TRUE,Title,Default Title,,,,,,,,HAFA0796,0,,0,deny,manual,751,890,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Splash1.jpg?v=1724904078,1,,FALSE,Parryware Quattro Health Faucet T9896A1 - Better Home,Parryware Quattro Health Faucets are popular because they come with 10 years warranty because of its finest quality. Quattro health faucet are widely used in home and offices as a branded health faucet.,,,2032,,,,,,,,,,Parryware,,,,0,,," Colour: Silver
 Finish: Chrome
 Package Contents: 1-Piece Health Faucet with Hose and Hook
 Mount Type: Wall Mount",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/products/health-faucet-WPT9805A1?sku=WPT9805A1,10 Years Manufacturer Warranty.
faber-hood-magnus-3d-in-hc-sc-fl-ebk-75-autoclean-filterless-chimney,Faber Hood Magnus 3D IN HC SC FL EBK 75 Autoclean Filterless Chimney,Better Home,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,Chimney,"Chimney, Electricals",TRUE,Title,Default Title,,,,,,,,KICH0011,0,,0,deny,manual,19500,33490,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Faber_Hood_Magnus_3D_IN_HC_SC_FL_EBK_60_Autoclean_Filterless_Chimney.jpg?v=1724496261,1,Faber Hood Magnus 3D IN HC SC FL EBK 60 Autoclean Filterless Chimney,FALSE,,"Faber Chimney: This chimney makes your kitchen oil and smoke free.&nbsp; Auto clean helps in getting rid of oil particles itself with one touch. It prevents oil and grease particles which affect the suction power of chimney.
Our advanced Six-Way Suction Technology efficiently removes smoke and cooking fumes, leaving your kitchen clean.",,,,,,,,,,,,,Faber,,,,,,,"Mounting Type : Wall Mounted
Width : 75 cm
Suction : 1500 m3/hr
Function Type : Heat Auto Clean
Filter Type : Filterless (BK)
Finish : Black 
Control : Gesture & Touch
Lamp :  2 x 1.5 W LED
Special Features: Auto-clean Alarm, Soft-light
Dimension(W x D x H) mm: 750 x 480 x 540 mm

",,,,,Immediately return goods on delivery in case of any damages found.,,https://faberindia.com/products/kitchen-chimney-hood-magnus-3d-in-hc-sc-fl-ebk-75,"5 years on product, 12 years on motor manufacturer warranty"
faber-hood-magnus-3d-in-hc-sc-fl-ebk-60-autoclean-filterless-chimney,Faber Hood Magnus 3D IN HC SC FL EBK 60 Autoclean Filterless Chimney,Better Home,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,Chimney,"Chimney, Electricals",TRUE,Title,Default Title,,,,,,,,KICH0010,0,,-2,deny,manual,19000,31990,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Faber_Hood_Magnus_3D_IN_HC_SC_FL_EBK_60_Autoclean_Filterless_Chimney.jpg?v=1724496261,1,Faber Hood Magnus 3D IN HC SC FL EBK 60 Autoclean Filterless Chimney,FALSE,,"Faber Chimney: This chimney makes your kitchen oil and smoke free.&nbsp; Auto clean helps in getting rid of oil particles itself with one touch. It prevents oil and grease particles which affect the suction power of chimney.
Our advanced Six-Way Suction Technology efficiently removes smoke and cooking fumes, leaving your kitchen clean.",,,,,,,,,,,,,Faber,,,,,,,"Mounting Type : Wall Mounted
Width : 60 cm
Suction : 1500 m3/hr
Function Type : Heat Auto Clean
Filter Type : Filterless (BK)
Finish : Black 
Control : Gesture & Touch
Lamp :  2 x 1.5 W LED
Special Features: Auto-clean Alarm, Soft-light
Dimension(W x D x H) mm: 600 x 480 x 540 mm

",,,,,Immediately return goods on delivery in case of any damages found.,,,"5 years on product, 12 years on motor manufacturer warranty"
ao-smith-xpress-storage-water-heater-6-ltrs,AO Smith Xpress Storage Water Heater 6 Ltrs,Better Home,Home & Garden > Household Appliances > Water Heaters,Water Heater,"AO Smith, Electricals, Storage Water Heater",TRUE,Title,Default Title,,,,,,,,ELST0112,6300,,0,deny,manual,9690,11800,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/AO_-_Smith_-_Xpress_-_Storage_-_Water_-_Heater_-_25ltrs-FullView.png?v=1736743157,1,AO_-_Smith_-_Xpress_-_Storage_-_Water_-_Heater_-_25ltrs-FullView,FALSE,,"Xpress Series values your time. This is why they give you hot water 33% faster compared to ordinary water heaters of 3KW.

Express Heat with 33% faster heating than 2kW water heaters.


Buy original AO Smith Xpress Storage Water Heater 6 Ltrs at wholesale prices from Better Home.



",621,,,,,,,,,,,,AO Smith,White & Ivory,,,,,," Volume: 6 L
 Power [W] : 3000W
 Voltage/Frequency [V/Hz] : 230~/50
 BEE 5 Star Rating: 5 Star
 Weight: 6.3 kg
 Dimensions H x W x D : 317 x 317 x 258 mm
 Smart Modes enable you to customize your hot water requirements as you like it.
 Long lasting performance glass coated incoloy heating element.
 High energy efficiency with BEE 5 Star rating.
 Longer life in toughest water conditions with Blue Diamond glass lined tank.
 Double protection for your family with Thermal cut out & safety valve.
 Long lasting anode rod with 2X lifespan even in hard water conditions.",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.aosmithindia.com/product/water-heater/storage-water-heater/xpress/,
parryware-luco-rimless-wall-hung-closet-c022u,Parryware Luco Rimless Wall Hung Closet C022U,Better Home,Hardware > Plumbing > Plumbing Fixtures > Toilets & Bidets > Toilets,Sanitaryware,Sanitaryware,TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,10808,14500,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/LUCO.jpg?v=1724227062,1,,FALSE,,,,,,,,,,,,,,,Parryware,,200,,,488 x 343 x 360 mm,,"Flushing system : Washdown
Installation type : Wall-hung
Outlet type : Horizontal
Rim type : Rimless
Seat and cover included
Shape : Square
Water Inlet System : Back Inlet
Back to wall
Comfort height
Quick installation

",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.parryware.in/products/rimless-wall-hung-WPC022U1C?sku=WPC022U1C,"10 Years Manufacturer Warranty 

"
bosch-gll-50-g-professional-line-laser,Bosch GLL 50 G Professional Line Laser,Better Home,Hardware > Tools > Measuring Tools & Sensors > Levels > Laser Levels > Line & Combi Laser Levels,Measuring Device,"Bosch, Hardware, Laser Distance Measure, Tools",TRUE,Title,Default Title,,,,,,,,HATO1006,0,,0,deny,manual,7336,14000,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Bosch_GLL_50_G_Professional_Line_Laser_-_1.webp?v=1724862508,1,Bosch GLL 50 G Professional Line Laser,FALSE,Bosch GLL 50 G Professional Line Laser - Better Home,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. Simple and compact for rugged environment.
Green Laser Technology with optimum visibility Compact design for convenient handling Easy operation with only one switch Dual power source of BA 3.7V 1.0Ah Li-ion battery",,,,,,,,,,,,,Bosch,,,,,,," Part number: 06010653K0
 Slope function: No
 Colour of laser line: Green
 Laser diode: 500 – 540 nm, < 5 mW
 Operating temperature: -10 – 40 °C
 Storage temperature: -20 – 70 °C
 Laser class: 2
 Working range: up to 15 m
 Accuracy: ± 0.6 mm/m* (*plus use-dependent deviation)
 Self-levelling range: ± 3°
 Dust and splash protection: IP 55
 Power supply: 2 x 1.5 V LR6 (AA)
 Tripod thread: 1/4""
 Weight, approx.: 0.3 kg
 Projection: 2 lines
 Working range, value: 15 m


",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.bosch-pt.co.in/in/en/products/gll-50-g-06010653K0,"1 Year Manufacturer Warranty

"
jaquar-florentine-sink-tap-chrome-flr-chr-5347n,Jaquar Florentine Sink Tap Chrome FLR-CHR-5347N,Better Home,Home & Garden > Kitchen & Dining,Kitchen Accessories,Sanitaryware,TRUE,Title,Default Title,,,,,,,,SAWA0303,0,,0,deny,manual,2200,2200,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Jaquar_Florentine_Sink_Tap_Chrome_FLR-CHR-5347N.jpg?v=1724176156,1,Jaquar Florentine Sink Tap Chrome FLR-CHR-5347N,FALSE,,Buy original Jaquar Florentine sink tap at wholesale price in Better Home. It has a regular swivel spout and is a popular model for the kitchen.,,,,,,,,,,,,,Jaquar,,,,,,," Range : Florentine
 Finish: Chrome
 Model: FLR-CHR-5347N
 Flow rate: 0.5 BAR at 7.43 litres per minute
 Flow rate: 1.0 BAR at 10.27 litres per minute
 Flow rate: 2.0 BAR at 14.40 litres per minute
 Flow rate: 3.0 BAR at 17.64 litres per minute
 Recommended Water Pressure: 0.5 Bar - 5 Bar
 Water Tightness: 16 bar (Pass)
 Pressure Resistance 25 bar (Pass)
",,,,,Immediately return goods on delivery in case of any damages found.,,https://global.jaquar.com/en/flr-5347n-sink-cock,10 years manufacturer warranty
bosch-gol-32-d-professional-optical-level,Bosch GOL 32 D Professional Optical Level,Better Home,Business & Industrial > Construction > Surveying,Measuring Device,"Bosch, Hardware, Laser Distance Measure, Tools",TRUE,Title,Default Title,,,,,,,,HATO1014,0,,0,deny,manual,12451,21650,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GOL32DProfessional2_1.webp?v=1724862800,1,,FALSE,Bosch GOL 32 D Professional Optical Level - Better Home,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. Robust and reliable – ideal for outdoor use.
Ideal for outdoor use due to a robust housing with dust and splash protection (IP54).
Fast aperture for a sharp image of the target.
Compensator lock for safe transport.",,,,,,,,,,,,,Bosch,,,,,,," Part number: 06010685F0
 Tripod thread: 5/8""
 Unit of measure: 360 degrees
 Magnification: 32 x
 Accuracy: ± 1 mm at 30 m
 Dust and splash protection: IP 54
 Working range: 120 m
 Operating temperature: -10 – 50 °C
 Storage temperature: -20 – 70 °C
 Weight, approx.: 1.5 kg
 Working range, value: 120 m


",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.bosch-pt.co.in/in/en/products/gol-32-d-06010685F0,"1 Year Manufacturer Warranty

"
jaquar-kubix-prime-bathtub-spout-chrome-spj-35463pm,Jaquar Kubix Prime Bathtub Spout Chrome SPJ-35463PM,Better Home,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Bathtub Accessories > Bathtub Spouts,Bathroom Fittings,"Bathroom Fittings, Sanitaryware",TRUE,Title,Default Title,,,,,,,,SAWA0302,0,,0,deny,manual,2750,2750,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Jaquar_Kubix_Prime_Bathtub_Spout_Chrome_SPJ-35463PM.jpg?v=1724174519,1,Jaquar Kubix Prime Bathtub Spout Chrome SPJ-35463PM,FALSE,,Buy original Jaquar Kubix Prime bath spout at wholesale price in Better Home. It is a popular bathtub spout or tap.,,,,,,,,,,,,,Jaquar,,,,,,," Series: Kubix Prime
 Range : Bathtub Spouts
 Finish: Chrome
 Model: SPJ-35463PM
 Flow rate: 0.5 BAR at 7.16 litres per minute
 Flow rate: 1.0 BAR at 9.88 litres per minute
 Flow rate: 2.0 BAR at 13.85 litres per minute
 Flow rate: 3.0 BAR at 16.96 litres per minute
",,,,,Immediately return goods on delivery in case of any damages found.,,https://global.jaquar.com/en/kubix-prime-bath-spout-spj-chr-35463pm#,10 years manufacturer warranty
bosch-gol-26-d-professional-optical-level,Bosch GOL 26 D Professional Optical Level,Better Home,Business & Industrial > Construction > Surveying,Measuring Device,"Bosch, Hardware, Laser Distance Measure, Tools",TRUE,Title,Default Title,,,,,,,,HATO1013,0,,0,deny,manual,10530,18100,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GOL26DProfessional2_1.webp?v=1724863981,1,,FALSE,Bosch GOL 26 D Professional Optical Level - Better Home,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. Extremely robust – ideal for outdoor use.
Designed for outdoor use due to sturdy metal housing with dust and splash protection (IP54).
Robust design with built-in target collimator and integrated circular vial.",,,,,,,,,,,,,Bosch,,,,,,," Part number: 0601068000
 Tripod thread: 5/8""
 Unit of measure: 360 degrees
 Magnification: 26 x
 Accuracy: ± 1.6 mm at 30 m
 Dust and splash protection: IP 54
 Working range: 100 m
 Operating temperature:-10 – 50 °C
 Storage temperature: -20 – 70 °C
 Weight, approx.: 1.5 kg
 Working range, value: 100 m


",,,,,Immediately return goods on delivery in case of any damages found.,,https://www.bosch-professional.com/ae/en/products/gol-26-d-0601068000?srsltid=AfmBOorgj7jGoqcB4Yy8EjFyUzH0kD60W0wv6Uo81xZCPchqdE-e47lh,"1 Year Manufacturer Warranty

"
